l1_pt,l1_eta,l1_phi,l1_energy,l2_pt,l2_eta,l2_phi,l2_energy,l3_pt,l3_eta,l3_phi,l3_energy,l4_pt,l4_eta,l4_phi,l4_energy,n
54.86611,0.7075285,0.12348964,69.18154,54.80598,-0.99494934,-2.9267557,84.24582,38.785667,0.595089,2.8388882,45.85834,36.724564,-0.3197101,-0.18170331,38.6175,0.03598591121989966
132.53304,-0.09812663,-1.2054275,133.1716,95.523605,0.24303482,1.6418157,98.35862,48.57865,-0.11834732,2.9045846,48.91925,18.342184,-0.39653572,1.2000417,19.80325,0.027316519261258245
46.346176,2.4167352,2.0008159,261.8192,45.59472,1.0262027,-1.4713014,71.78466,32.051895,-0.5326056,0.41965404,36.70643,17.492788,0.14236547,-2.5457654,17.67036,0.015493782823865078
45.95379,-0.78010267,-2.1734807,60.66027,36.050976,-1.2516681,0.92644227,68.17595,24.953716,0.99473083,2.1821105,38.35161,21.91423,1.2883143,-0.54705775,42.75908,0.024304740702180007
49.48034,-0.6414915,-0.40596572,60.01515,46.187702,0.20891058,-3.0628045,47.19927,45.925,0.34848857,0.3075257,48.74201,44.16923,-0.6068343,2.9300575,52.5545,0.024911141682885128
46.691875,-1.4087706,3.1359775,101.2132,35.123817,-1.945788,0.39029494,125.4275,29.34023,-0.010968817,0.08991796,29.34199,22.13097,0.19794562,-2.3163366,22.56596,0.026171610164086378
43.57988,-1.4425335,-2.0936894,97.35158,42.636665,-0.9661926,0.9775972,64.13511,32.185654,-0.478141,1.0767627,35.93541,31.19223,1.2636943,-2.159986,59.59397,0.04588623709659878
40.900566,0.6918257,2.0214286,51.08521,40.882854,0.2830074,-0.29586816,42.53103,25.15029,-1.649118,-2.3619668,67.83798,7.9799566,-2.451453,-2.011845,46.64829,0.00903987101720255
91.02915,-1.6682388,-2.0268388,249.9387,84.7935,-0.49957517,0.5335614,95.5966,38.756935,0.03836385,2.2648897,38.78546,11.985276,-0.14420119,2.3158152,12.1101,0.01838721583261527
86.21106,-0.1646525,-1.4261537,87.38232,80.54401,-0.7215531,1.9943912,102.4368,19.627102,0.23476937,-0.10511929,20.17048,13.993204,-1.6794496,1.4876825,38.8247,0.03143406688279057
272.13873,-0.085989565,2.9897864,273.1455,248.34128,-1.0293907,-0.21178053,391.9551,50.067207,-1.8837023,-0.4217201,168.4721,37.064102,0.2305608,2.1236973,38.05361,0.024877966021813407
71.08912,0.7197046,-1.9900116,90.30886,68.5248,0.5700114,1.834622,79.96181,34.617107,0.35687748,-0.7386081,36.84504,30.621006,0.61828804,0.8056288,36.66276,0.042049956887635825
111.93512,0.6250126,-2.4849877,134.5194,86.70568,-0.28970727,0.7970354,90.36982,31.786243,0.9093284,-0.50357926,45.8588,21.649286,0.23567057,1.5602888,22.25328,0.05779461343760334
63.85645,-1.764523,2.993917,191.8904,28.02192,-0.9522674,0.035643905,41.71685,20.657608,1.726389,-0.03754725,59.88897,17.412289,-1.5214664,-0.58526886,41.76622,0.05281078782379739
47.421482,-1.4381143,-0.48060077,105.5156,45.780838,-0.9261988,2.928359,66.86177,44.051865,-1.2571913,2.6851258,83.69822,42.84241,-0.46280393,-0.16842921,47.51305,0.04167765279999045
90.122505,0.3896908,1.6778765,97.05249,67.129684,-0.23731431,-0.31511635,69.02888,60.544495,-0.76141095,-1.8269355,78.95917,40.178185,0.2792541,-2.884097,41.755,0.04217109635047151
100.599304,1.0922358,1.4548391,166.8136,86.63062,0.3544977,-1.1779971,92.13124,33.848446,0.71799815,-3.0269537,42.95456,19.53052,0.41792554,-2.1798325,21.2611,0.03624613084353044
51.131878,1.662234,0.98674214,139.6101,46.092846,-0.07296274,-2.6658285,46.21559,29.049839,1.4031239,-0.18067202,62.65637,22.716993,0.07787998,-2.3397944,22.78592,0.011033627910783946
70.458206,1.7227082,0.77370816,203.5628,52.970806,0.001419324,-3.0321639,52.97086,48.264797,-0.121548034,-0.8681879,48.62177,29.68266,1.1616759,-2.91678,52.06702,0.022165615827805858
104.28218,-0.90799797,0.68794054,150.3063,85.38854,-0.62427205,-2.1636794,102.5746,30.165236,-1.590855,2.5797632,77.09774,13.607544,-1.9626628,-2.1391554,49.38681,0.03522922849256882
134.9926,-0.6325493,1.707614,162.9117,114.49322,-0.945689,-1.7242165,169.6217,66.35502,-1.9245907,-1.7392294,232.1855,64.97734,-0.2221502,0.76146835,66.58728,0.035391585636947887
54.171867,-1.0115633,-0.57999444,84.33331,36.786076,-0.13235234,2.779495,37.10874,26.675076,2.268303,2.7826672,130.2607,15.838426,-0.62794876,0.4780279,19.0651,0.07578388183258634
147.80086,-1.0535564,1.2416143,237.7028,136.92323,-0.24448568,-1.9381309,141.0358,26.774672,-1.0282884,-0.54319125,42.22224,21.599207,-0.70692533,3.0598865,27.22477,0.022770376321072927
48.307373,0.5391302,0.23621872,55.49962,44.841976,-0.40180877,2.288274,48.51082,44.673077,0.059304282,-1.319075,44.75166,28.667957,-1.7156565,-3.0778196,82.27948,0.02167322992547601
68.76596,1.7711227,-0.15241145,207.9342,47.66437,-0.27258867,-2.9099588,49.44621,39.934296,1.1393384,1.8323436,68.78145,20.547985,0.17519194,-2.1502504,20.86412,0.04419047398718896
94.88957,0.60586685,-0.68983656,112.8447,78.728485,0.06870148,-3.0883858,78.91435,37.302673,0.43653893,1.0279937,40.91379,35.449833,1.2738467,1.9720042,68.31768,0.009983485927489702
86.74369,-0.08532875,-1.9383001,87.05967,73.91379,-1.7748494,0.72075653,224.2877,56.194042,-0.8924947,3.137999,80.10025,45.111835,-0.33877867,0.7876291,47.72545,0.01343640882676857
56.65985,-0.09288427,1.0480475,56.90445,47.2133,-1.5638644,-2.985546,117.7162,35.18458,1.1978381,-0.61973363,63.59249,23.672855,0.50247127,-2.0204744,26.72469,0.02174773354004294
52.238377,-0.28467995,0.3586362,54.36948,52.163628,0.9089471,2.953625,75.23707,44.868664,1.1955721,-0.5430212,80.9426,36.415264,0.39293212,-3.0066736,39.2628,0.0399990964405167
94.78535,-0.0473366,-0.21741483,94.89156,65.67286,0.034086492,3.0617988,65.71101,17.781137,-0.9561776,2.8390608,26.54806,14.163935,2.3146925,2.366333,72.38199,0.01547887845351293
49.41948,-1.3263986,2.4658163,99.65148,45.657085,-1.0649114,-0.40552032,74.08639,34.9055,0.92477727,-0.8588573,50.92584,29.48555,-0.86756545,2.66501,41.29568,0.023500610942404736
56.704086,0.22938871,1.6945571,58.2025,44.803368,-1.059712,-2.0383906,72.40438,40.897938,-0.34853694,-0.6733925,43.40729,10.391693,1.7623196,2.0483208,31.16251,0.01925903729001362
64.196785,0.61542296,-0.36801592,76.74249,32.244774,-1.3200002,1.6232709,64.65975,31.141354,0.5994838,-3.132265,36.90676,28.466084,0.81740224,-2.8267813,38.51726,0.03052666302744643
234.00299,-1.3847467,-0.77802676,496.5778,193.42706,-1.3425,2.5028038,395.5385,75.42441,-1.29168,1.7530311,147.5944,25.362673,-0.6829585,-1.4809574,31.51117,0.028729369018011385
49.20271,0.7899298,1.8904359,65.36871,31.818281,1.8650321,-2.0802875,105.1758,31.316597,-0.34996042,-1.2145464,33.25395,22.601187,-0.44047856,0.47900823,24.82943,0.022207077649878882
91.07383,0.21642008,1.299766,93.21501,84.19012,1.4870745,-1.9673878,195.749,30.548985,0.78665143,-0.6497085,40.49875,18.230738,-0.14795616,2.663542,18.43064,0.015010270785486628
46.029854,-0.46208197,-1.1305053,51.03206,45.988857,-0.67494154,2.0429106,56.86762,35.844063,0.41765285,1.3626918,39.01598,34.92735,-1.081593,-1.7466146,57.42806,0.021905779482906076
35.25572,1.9678891,-1.5520333,128.6007,31.433105,0.299145,1.848301,32.85007,29.721376,1.7359393,1.1192527,86.9423,22.295877,-0.61992085,-1.7978616,26.71903,0.015081878571080051
31.314417,0.65713435,-0.10497398,38.32243,25.191446,2.1624608,2.9307957,110.9373,17.101812,-2.0538425,-2.3094523,67.77488,11.772313,-1.1021674,1.1315429,19.67645,0.057547083673801167
62.444763,-0.7232406,-1.4761219,79.5009,47.633053,0.31054398,1.0089959,49.94839,21.662277,2.25432,2.9488144,104.3446,20.340551,-1.3188497,2.085701,40.74782,0.037205748987039475
257.04727,-0.5878391,-0.04400856,302.7529,226.85048,0.012606842,2.8863206,226.8685,74.382904,0.3454518,-2.748321,78.86553,35.936825,-1.3584363,-0.50761443,74.51803,0.04324676085785305
62.726284,1.3150384,2.4127524,125.2443,61.95339,1.5052675,-0.9962556,146.4367,36.72676,1.3238971,1.9224005,73.89671,35.38613,0.85754746,-0.75499606,49.21456,0.06468392926659873
52.198006,0.9845234,-1.4148288,79.60596,49.391834,0.2400262,0.45100498,50.82147,48.96448,0.38976255,-3.06059,52.73102,34.2049,1.8181404,1.6808687,108.134,0.007984988429960701
95.560974,-0.6705112,-0.07442455,117.8593,63.204845,0.7080048,2.5697832,79.71911,51.362946,0.1506208,-2.2468815,51.94668,16.378311,0.595224,2.2280288,19.36634,0.003075385761493798
101.9585,0.7144659,3.0975425,129.1074,71.29652,0.11560101,-0.7455521,71.77343,56.429935,-0.74766654,0.1570839,72.95081,35.602608,1.4691525,1.747491,81.45291,0.006058073942212624
63.566853,0.93766874,2.3021297,93.61999,57.848763,0.9384825,-1.2633537,85.24943,34.311497,0.44014704,-0.87070316,37.68907,34.183533,0.33394778,1.4875873,36.10741,0.036026446479408204
116.350945,-1.4660316,0.48298603,265.4459,113.79101,-2.0745044,-2.4978797,460.0694,24.9764,-2.2336328,1.6401597,117.8992,14.817029,-0.5026128,-2.338709,16.72829,0.1410858269513554
39.31898,-0.79758257,1.4581584,52.50232,35.239773,0.9165674,-0.23737408,51.10791,33.544853,1.0250546,3.079143,52.76646,33.284035,-1.0853577,-1.7274147,54.89003,0.00762556165666647
83.77647,-2.0829992,0.1377703,341.5176,80.65527,-0.45794588,-3.0093334,89.2614,34.89346,-1.3065381,-1.5940807,69.16095,34.08724,0.40862268,1.6359518,36.97287,0.025767960941597872
45.981155,-0.26070267,1.1065638,47.5526,44.098534,-0.2715034,-1.9533309,45.73389,33.14787,-1.215109,2.4911973,60.78225,30.10478,0.6291647,-0.73889315,36.26241,0.011481148796135312
58.270752,0.24999951,-0.00035548932,60.10121,56.039692,0.89747673,2.3338902,80.16482,42.682617,0.4334946,-2.3110557,46.75622,12.883018,-1.3354023,-0.7698487,26.18201,0.03679242665897036
49.2922,0.9611468,-3.097617,73.86798,41.122498,0.8738976,-0.14891902,57.85019,21.581244,-1.1432763,1.4411297,37.29026,14.350233,2.1293037,-1.1557372,61.18888,0.04017796885034706
116.10149,-0.07767101,-0.5374179,116.4519,107.14023,-0.60056174,1.9972975,127.0493,44.448936,0.1433192,-3.1192672,44.90622,38.70409,0.517447,-1.858291,44.00228,0.019032739317632212
79.22558,0.96110153,-0.77144194,118.7214,61.18999,0.66337925,2.0735295,75.15506,54.119164,1.3157313,-2.5610375,108.1234,36.074257,0.2710873,1.0503813,37.40791,0.018680941034733882
191.67458,0.41190773,-2.836412,208.1663,159.96251,-0.256271,0.39806002,165.244,26.375834,1.0454109,0.24151824,42.15009,14.494353,-0.018810967,-0.83281183,14.49692,0.024480351543591385
74.463844,-0.5235437,2.4349308,84.90428,61.956635,-2.0886662,-0.57823473,253.96,50.02981,-1.4110016,-2.2352483,108.6637,43.441525,-0.09653917,0.6103619,43.64411,0.01642992379335867
53.544136,-1.537908,-2.6069152,130.3712,50.75989,-0.04196325,-0.017608428,50.80458,44.529255,-1.2369074,1.6279289,83.16337,16.418524,0.8313579,-1.7013979,22.42682,0.019637964776317643
66.68968,-0.45054534,3.0267868,73.57367,58.07404,-0.17490554,-0.9777731,58.96461,32.13271,0.57240194,1.020973,37.54206,21.478477,-2.0297956,0.65722793,83.16352,0.017847199376709276
48.24489,0.00864601,1.4852366,48.24669,43.73569,0.22726779,-2.129045,44.87005,34.818928,1.0550467,-0.92239004,56.06344,16.896687,-1.5071273,1.6884675,40.00537,0.008744012105807794
58.753666,1.0035415,-0.8358321,90.90674,51.824127,0.24987365,-3.12816,53.45042,43.73612,-0.13022397,0.75724256,44.10748,24.03516,2.1988223,2.5074983,109.6643,0.029280643386971207
61.518,-0.6821139,2.3033388,76.39311,43.619106,0.411714,-0.4534886,47.36852,42.477436,-0.9214911,-2.275443,61.82506,29.99903,0.19468439,0.19230771,30.56934,0.022418697633950165
48.22178,-0.718604,1.7468808,61.21754,47.221786,-0.23202378,-1.2765516,48.49859,47.093906,-1.2778383,-3.016584,91.06813,41.63346,-0.8513334,0.086286776,57.65431,0.012016878938055567
80.14234,-0.40133193,1.7506918,86.6836,54.03437,-0.4521549,-1.7804592,59.65262,43.282146,-0.7622059,0.1815187,56.47529,37.83795,-2.1253922,-2.036325,160.7274,0.013600046367521155
75.53738,0.28152958,-2.3312347,78.55071,54.481033,1.281633,0.9435152,105.696,16.421425,1.8483884,0.9552874,53.42768,10.964866,-1.2428415,-0.25705573,20.58111,0.022535197515868972
150.50003,-1.1779144,-0.3931917,267.5525,77.7348,-0.82631993,2.6251907,105.8185,67.69039,0.36561716,2.5911732,72.2653,21.174578,-1.2487789,-2.2759526,39.94519,0.02283130470442676
66.15196,0.2736307,-2.3533306,68.64397,60.264282,1.5870894,1.0114505,153.4936,58.2296,1.7578715,-0.7537743,173.8879,45.22824,-0.3425054,2.2325172,47.90714,0.03113861727733816
36.097324,0.39668763,2.9507985,38.97492,35.517117,0.24954657,-0.33135313,36.62875,34.91338,1.9241855,0.59654313,122.1193,30.863537,-1.4354149,-2.637601,68.50786,0.03210932356686872
156.81985,0.37530497,-1.0948832,167.9944,137.19777,0.2516695,1.7847582,141.5656,30.571638,0.9512955,3.1077964,45.47993,12.896064,-0.3950448,2.802397,13.9155,0.03317466570556823
88.453,-1.2228513,1.9859165,163.2511,68.305046,-0.96132594,-1.2269366,102.3738,57.35708,-0.08349045,0.030898819,57.5571,48.326252,-1.2963802,-2.7508564,94.95042,0.01969990392238177
136.00769,-2.419742,0.29957682,770.6129,89.9884,-0.6061933,-2.7791734,107.035,64.065445,-1.8468813,-2.344842,208.1405,37.59262,-2.0116503,1.5980207,143.0289,0.058332730820335424
50.324123,0.47439283,-1.4798428,56.0938,49.04587,1.6470473,2.2010946,132.0375,42.57016,1.9920253,-0.7755397,158.9311,40.750977,0.791975,1.7200795,54.2131,0.04222187203461529
35.17058,0.4296231,2.439121,38.46664,34.533283,-0.9880646,-0.8637778,52.80704,25.219261,0.46599174,0.71877205,28.00733,19.574678,-2.256595,-2.4101965,94.49891,0.028050542409688003
81.064285,0.3199758,-0.7168551,85.24968,44.27906,1.865714,2.0977015,146.4604,23.242102,-0.33524886,2.8393402,24.56049,18.50901,1.4376146,2.690515,41.16527,0.055882361283650206
62.675022,-1.5938401,-2.4125512,160.6285,59.74179,-1.784117,0.50152135,182.8776,37.19004,-1.429989,2.9830437,82.15214,31.896288,-1.6746974,0.2263441,88.10624,0.050814201545899926
118.085884,1.1714263,-0.67365754,208.8063,85.675224,0.81315076,2.0998487,115.5956,30.313185,-0.6925718,2.758498,37.8784,23.943619,1.8691075,-2.634624,79.45414,0.04506160622394499
95.32081,-0.41186315,-1.6088945,103.5204,67.43372,-0.9511215,2.5109885,100.3049,63.77472,-0.8003747,0.89979684,85.31576,19.256554,0.91988283,0.29193246,27.99482,0.016172362878355325
59.63047,-1.1168443,2.7692657,100.8503,51.763058,-1.6972274,-0.1477893,146.0232,35.361015,-1.008783,-0.08277563,54.932,32.843334,-0.60725653,-2.795324,39.08739,0.03579030314173583
50.654884,1.0705836,2.4218888,82.56467,47.98544,1.2187481,-0.5421448,88.25843,41.878002,0.14512421,-0.77956927,42.31977,38.84064,0.79615104,2.5762057,51.81445,0.026640446074803863
120.88152,0.18110347,0.32507673,122.8693,96.42912,-0.035578817,2.8327377,96.49016,51.2666,0.07728302,-1.9878234,51.41977,21.133083,0.90189284,-1.6617243,30.32665,0.010975187787265183
70.59483,-0.9226406,-0.8835004,102.8353,67.603386,-0.53460884,1.8692988,77.49642,42.40251,-0.7122583,-2.8358424,53.62062,15.764433,1.51989,0.17321484,37.75942,0.025187089754616497
63.81373,-0.23682512,-2.8389819,65.61164,58.089153,0.2928565,-0.7962477,60.59801,33.123917,0.5542377,1.1605047,38.34298,30.979631,-0.83389026,1.3404007,42.38964,0.013665427539145049
45.059776,-0.19454181,-1.2220097,45.91515,44.140232,-0.78352475,1.7155013,58.39682,40.379467,1.1113967,-2.6035936,67.99293,32.128174,-0.31393763,0.6466971,33.72444,0.026238663904047294
47.39848,1.0237387,-0.68240106,74.48272,45.030937,2.020665,2.286858,172.8266,25.47036,-0.5596838,2.4966817,29.56483,23.417046,0.27176327,-0.97557455,24.28712,0.038436935860397
35.398685,0.6104701,2.590604,42.20218,35.0812,-0.9714927,-0.23725459,52.97967,31.864174,-1.0188861,-0.6633879,49.88502,30.507828,0.88421077,2.8306293,43.23132,0.006928741566038701
46.647846,-0.055845574,2.65893,46.72061,46.240543,0.4921748,0.14556733,51.95508,39.538776,-1.193651,-1.4545376,71.21362,14.157839,1.4031903,2.261436,30.53824,0.020587120161558628
130.61948,-1.0501113,-0.4544613,209.505,100.297295,-0.13990209,2.1651042,101.2804,46.175755,0.7305045,-3.1208487,59.05402,29.004404,-1.0615722,-2.115759,46.94108,0.01183819954392512
58.333416,0.3955247,-1.708776,62.95604,55.133556,0.9401871,1.3543952,81.34999,37.463356,0.42468798,1.9819672,40.89289,32.392246,1.9497381,-1.2191046,116.1126,0.030540493608998995
74.70709,-1.0810729,1.97318,122.7838,60.712013,0.58408415,-1.8499745,71.36588,33.74853,-0.36950907,0.27373314,36.07882,23.715559,-1.2692313,-0.965495,45.52396,0.031971072333416506
126.407555,0.23086147,-2.1802425,129.7911,102.9541,-0.18043187,1.256817,104.6345,26.527145,0.35355836,-0.46156964,28.20248,24.296148,1.3907562,0.80675286,51.8331,0.009409893401717976
84.16934,0.3480485,2.029635,89.31906,64.27075,-0.013074381,-0.7561813,64.27625,17.43515,2.0569866,-1.5755811,69.30647,16.799757,1.771649,-2.1640337,50.82426,0.016120066760499558
45.244133,1.3755367,1.2789398,95.23674,43.482372,0.8352409,-0.7242322,59.55214,38.67712,0.54610395,-2.018475,44.58922,35.29737,-0.14948453,2.5273063,35.69247,0.02404255874571169
74.17517,0.4321731,-0.50645626,81.21064,69.54729,-0.5523379,1.8259131,80.42839,37.411045,0.025042454,-2.4025555,37.42278,20.591175,-0.8754845,-2.8400173,28.99956,0.03489484231752113
57.34095,-0.3485794,-2.8090796,60.86005,41.759117,-0.96608055,-0.906713,62.80983,38.835045,0.262788,1.5698819,40.18371,31.162115,-1.1206524,0.4221115,52.8653,0.011789861899823811
100.566086,0.4494467,-1.2445406,110.8955,58.24072,-0.3162025,1.5732182,61.17663,50.995335,0.8200963,2.7967784,69.12692,25.38281,0.5625046,0.8936867,29.50552,0.013785267824978758
127.16784,0.8723602,-1.3525738,178.7036,103.57645,0.6948939,2.032713,129.6065,23.35188,-0.9415708,1.0177716,34.49097,13.194963,-0.25212303,1.0675747,13.61656,0.012233257214230152
67.188324,-0.28470638,-2.4413486,69.92984,64.055466,0.8482927,0.08298033,88.51829,37.48443,2.3364558,0.96660215,195.6908,34.49877,1.056951,2.933151,55.63096,0.007992242096064956
70.9965,-1.2053363,1.6680028,129.124,53.953205,-0.47193512,-2.5266156,60.07386,39.30522,-1.3670225,-0.45892283,82.11873,27.13882,-0.5919791,-0.9529773,32.03458,0.01586495459764072
60.603325,-0.72163355,2.1597943,77.07985,39.591743,-1.3965974,-1.9828863,84.90177,34.844894,-0.5478579,-0.8296875,40.20632,28.467218,0.3565475,0.41937697,30.29594,0.015288702685255551
63.232037,-0.2069728,0.08927414,64.59124,41.857403,-1.4221302,-2.5363858,91.81719,38.8828,-0.12769912,1.6629232,39.20027,32.34133,-0.37703222,-2.4533992,34.66741,0.016475399811533217
265.42133,-1.5196986,-1.0552424,635.6344,214.60553,-1.5823333,1.9579935,544.2173,80.06767,-2.185026,2.1602402,360.4388,34.761417,-2.2100732,-1.7242615,160.3558,0.7690125555530064
29.688692,-1.3407481,-2.6324232,60.61765,29.333359,0.086892486,0.16549815,29.44417,29.268547,0.65322286,0.51339,35.73822,28.895937,1.5255524,-2.9769719,69.56962,0.13328834258889405
