l1_pt,l1_eta,l1_phi,l1_energy,l2_pt,l2_eta,l2_phi,l2_energy,l3_pt,l3_eta,l3_phi,l3_energy,l4_pt,l4_eta,l4_phi,l4_energy,n
124.53119,-0.9067578,2.3210793,179.3319,79.156136,-0.27371845,-0.5394416,82.13996,43.696503,-1.7256691,-0.7228075,126.596,26.690617,-1.1845541,-2.2031262,47.71096,0.042222454310331725
56.621975,-2.0491085,-0.31142083,223.3688,46.777065,0.015199475,0.92607164,46.78247,43.534573,0.9515305,-3.0458689,64.77552,41.80714,-1.9691181,-2.7520547,152.6783,0.018250245901526317
96.21365,1.0602137,-0.96137106,155.5471,54.398384,1.7699157,2.5884392,164.3024,48.79803,0.5879535,1.2259747,57.4783,25.659395,1.2865961,2.9697394,49.99286,0.024617245304213456
54.51904,1.5867673,2.5375378,138.8194,34.26854,0.7973376,-0.4803179,45.75108,32.89036,0.22725114,-1.7551606,33.74331,26.768148,2.2397192,0.69788474,127.111,0.04395908073200498
48.049152,0.8298696,0.9191196,65.56609,43.571033,1.2425321,-2.1809375,81.76164,31.776087,2.3955045,2.8385794,175.7989,28.762434,0.545805,-0.42941228,33.15406,0.03697237351802097
84.09182,-1.0736707,-2.6038303,137.3998,70.46505,-0.56283355,0.49357063,81.92382,43.366142,0.7508089,-0.38860962,56.17428,39.750984,-0.06658886,2.4246337,39.83915,0.019104987768963265
89.13913,2.0059075,2.2754762,337.2746,76.198524,0.7145945,-1.0601174,96.49585,19.23248,1.2545022,-0.9813126,36.45815,17.55139,2.3376515,0.97784287,91.73618,0.03367417364398526
43.4775,0.56151897,2.7900627,50.51381,42.151455,-0.6328906,-1.5505319,50.87892,37.66551,0.3320198,0.77256864,39.76072,13.021498,-1.9809349,0.06781148,48.09788,0.030076444515493614
58.22108,0.33214766,2.1505246,61.46225,33.507442,-0.08502038,-1.1395353,33.62862,30.040222,1.3382497,-1.508409,61.20198,19.8401,2.4275236,0.6315065,113.2775,0.022004358379402074
50.37473,1.6276053,-0.18267152,133.1925,48.96767,0.0063934093,2.7290514,48.96867,46.16989,1.172897,-2.9208841,81.73939,40.374596,-0.5257487,-0.00927683,46.08433,0.026534078308249335
58.184338,-1.1023293,-1.2063755,97.26292,57.48438,-0.010680001,0.6713937,57.48765,43.2667,0.11496269,2.9522138,43.55294,25.495825,0.021970356,2.718905,25.50198,0.02115075536970903
58.426865,0.15821208,-1.2511654,59.15963,57.942284,0.8974123,0.8086073,82.88266,37.648228,0.6660893,-2.8850632,46.31341,31.873238,0.90319663,2.3305283,45.78193,0.040842865100980875
49.344307,0.05056048,0.33796182,49.40739,45.847866,0.6136686,2.2077823,54.75512,32.716434,1.4815595,-2.4316046,75.69086,32.36763,-0.22679041,-1.3991889,33.2036,0.008969148137767452
48.211052,0.8736803,0.6623448,67.81183,44.39783,1.0645947,2.038229,72.02508,40.026188,-0.36946025,-1.56715,42.78921,34.43389,0.05965047,-2.1262305,34.49517,0.013906456252984202
62.80201,0.39717698,2.400013,67.82096,58.724953,0.56474036,0.65060014,68.34113,41.352272,0.55311227,-1.7128556,47.84071,37.44843,0.6180067,-1.4251101,44.83034,0.026701737635626263
64.39581,-1.8431444,0.82776684,208.4713,55.83558,-0.6726021,-1.7150339,68.94878,41.065495,-1.5986243,2.7577775,105.7108,7.9597034,0.9058435,-1.246248,11.45488,0.0299162028914637
149.71608,-0.8319762,1.802097,204.5903,143.3464,-0.4196476,-0.9733575,156.1546,28.062752,-0.66505235,-2.440468,34.50089,26.487627,-1.2750741,-2.7904665,51.09963,0.014425739014516674
